time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1753965433001000000,2552.154,4.199999809265137,1,21.17194366455078,11.333000183105469,7.644351005554199,334.00048828125,156.50001525878906,37.6726056,55.6182902
1753965434001000000,2553.154,3,0.699999988079071,21.181941986083984,11.333000183105469,7.390031814575195,334.0028381347656,156.50001525878906,37.6725558,55.6183518
1753965435001000000,2554.154,4,1,21.19194221496582,11.315999984741211,7.65946102142334,333.993896484375,156.50001525878906,37.6725087,55.6184087
1753965436001000000,2555.154,4.300000190734863,1,21.201942443847656,11.315999984741211,7.643293380737305,334.00018310546875,156.50001525878906,37.672457,55.6184683
1753965437001000000,2556.154,4.199999809265137,1.100000023841858,21.211942672729492,11.315999984741211,8.060742378234863,334.97918701171875,156.50001525878906,37.6724055,55.618529
1753965438001000000,2557.154,4.5,1.100000023841858,21.221942901611328,11.315999984741211,8.050409317016602,335.98907470703125,156.50001525878906,37.6723515,55.6185939
1753965439001000000,2558.154,4.599999904632568,1.100000023841858,21.231943130493164,11.333000183105469,8.44323444366455,336.9804992675781,156.50001525878906,37.6723027,55.618659
1753965440001000000,2559.154,5.5,1.100000023841858,21.241943359375,11.333000183105469,7.904030799865723,337.01019287109375,156.50001525878906,37.672255,55.6187256
1753965441001000000,2560.154,3.700000047683716,0.800000011920929,21.251943588256836,11.350000381469727,7.258371353149414,337.0091552734375,156.50001525878906,37.6722083,55.6187874
1753965442001000000,2561.154,5.599999904632568,1.2000000476837158,21.26194190979004,11.366000175476074,6.971253871917725,338.9851379394531,156.50001525878906,37.6721672,55.618847
1753965443001000000,2562.154,4.599999904632568,1.100000023841858,21.271942138671875,11.383000373840332,6.8353657722473145,344.9586486816406,156.50001525878906,37.6721389,55.6189042
1753965444001000000,2563.154,6.099999904632568,1.2999999523162842,21.28194236755371,11.399999618530273,6.926944732666016,356.8845520019531,156.50001525878906,37.6721262,55.6189664
1753965445001000000,2564.154,9.100000381469727,1.600000023841858,21.291942596435547,11.399999618530273,6.740025043487549,16.53657341003418,156.50001525878906,37.672144,55.6190364
1753965446001000000,2565.154,8.399999618530273,1,21.301942825317383,11.399999618530273,3.8747615814208984,34.604148864746094,156.50001525878906,37.6721887,55.6190873
